"gene_id","variance"
"MSTRG.8462",1.49913929778593
"MSTRG.22684",1.49742980712744
"MSTRG.18923",1.49151570405554
"MSTRG.4772",1.49113828515221
"MSTRG.9191",1.49004711582609
"MSTRG.25858",1.48923100008319
"MSTRG.20759",1.48887141382464
"MSTRG.20357",1.48586982417179
"MSTRG.19812",1.48577700403216
"MSTRG.25050",1.48544822868745
"MSTRG.28068",1.48450944639192
"MSTRG.8029",1.48370428125609
"MSTRG.37394",1.48061150522782
"MSTRG.25860",1.47750208197139
"MSTRG.15180",1.47664451794995
"MSTRG.32557",1.47493760915614
"MSTRG.6152",1.47492224887545
"MSTRG.3064",1.47471713306362
"MSTRG.20976",1.47350562522946
"MSTRG.12555",1.47220769240565
"MSTRG.15689",1.47166142201745
"MSTRG.34866",1.47119772132489
"MSTRG.861",1.46845596894921
